,Unnamed: 0.2,Unnamed: 0.1,id,name,Unnamed: 0,availability,roomleft,dis_from_des,latitude,longitude,free_cancel,pay_later,price_display,price_original,discount_percent,review_score,review_count,vip,have_free_breakfast,have_pool,have_hot_tub,price,kmeans_5,kmeans_6,kmeans_7,kmeans_8,kmeans_9,kmeans_10,agglomerative_5,agglomerative_6,agglomerative_7,agglomerative_8,agglomerative_9,agglomerative_10,spectral_5,spectral_6,spectral_7,spectral_8,spectral_9,spectral_10,price_regressor,price_test
822,863,863,22134926,The Moon Night Hotel,863,1,6.0,3.18,13.761172,100.499018,0,0,20.0,20.0,0.0,4.0,29,0,0,0,0,20.0,0,0,2,7,3,9,0,3,3,1,0,4,4,2,4,0,5,1,20.0,
823,864,864,7631264,Korbua House,864,1,4.0,3.22,13.76153,100.500024,1,0,29.0,29.0,0.0,3.7,106,0,0,0,0,29.0,0,0,2,7,3,9,0,3,3,1,0,4,4,2,4,0,5,1,29.0,
824,865,865,35705263,Scene Bangkok Noi,865,1,4.0,3.37,13.765133,100.483064,0,0,38.0,42.0,10.0,4.1,7,0,0,1,0,40.0,0,0,2,7,3,9,0,3,3,1,0,4,4,2,4,0,5,1,40.0,
825,866,866,18837146,At 21 Saladaeng,866,1,4.0,3.38,13.72686,100.53667,1,1,62.0,69.0,10.0,4.4,96,0,0,1,0,65.5,2,4,6,0,6,3,0,3,3,1,0,1,3,0,0,6,0,0,65.5,
826,867,867,37325156,Nakornping Hotel,867,1,5.0,3.39,13.763912,100.500678,1,0,10.0,10.0,0.0,3.7,7,0,0,0,0,10.0,0,0,2,7,3,9,0,3,3,1,0,4,4,2,4,0,5,1,10.0,
827,868,868,36069548,U-need Guesthouse,868,1,1.0,3.41,13.764844,100.497248,0,0,19.0,19.0,0.0,4.2,6,0,0,0,0,19.0,0,0,2,7,3,9,0,3,3,1,0,4,4,2,4,0,5,1,19.0,
828,869,869,2543951,I Residence Hotel Sathorn,869,1,3.0,3.43,13.720086,100.538409,0,0,17.0,23.0,28.0,3.7,535,0,0,0,0,20.0,2,4,6,0,6,3,0,3,3,1,0,1,3,0,0,6,0,0,20.0,
829,870,870,4901327,The Embassy Sathorn,870,1,4.0,3.45,13.724101,100.538211,1,0,21.0,21.0,0.0,3.5,345,0,0,0,0,21.0,2,4,6,0,6,3,0,3,3,1,0,1,3,0,0,6,0,0,21.0,
830,871,871,1418773,Swana Bangkok Hotel,871,1,4.0,3.49,13.764722,100.503016,1,1,27.0,62.0,57.0,3.8,181,0,0,0,0,44.5,0,0,2,7,3,9,0,3,3,1,0,4,4,2,4,0,5,1,44.5,
831,872,872,12466507,Mybed Sathorn,872,1,4.0,3.5,13.717419,100.539572,1,0,29.0,29.0,0.0,4.3,101,0,0,0,0,29.0,2,4,6,0,6,3,0,3,3,1,0,1,3,0,0,6,0,0,29.0,
832,873,873,8427105,The Sunrise Residence,873,1,4.0,3.56,13.726899,100.539352,1,0,40.0,40.0,0.0,4.2,71,0,0,0,0,40.0,2,4,6,0,6,3,0,3,3,1,0,1,3,0,0,6,0,0,40.0,
833,874,874,8026413,Patumwan House,874,1,4.0,3.59,13.74891,100.5292,1,0,49.0,49.0,0.0,4.1,382,0,0,0,0,49.0,2,0,6,0,6,3,0,3,3,1,0,1,1,0,0,6,0,0,49.0,
834,875,875,45549544,Amarin Hotel Rama 8,875,1,3.0,3.83,13.771867,100.487696,1,0,25.0,25.0,0.0,4.5,4,0,0,0,0,25.0,0,0,2,7,3,9,0,3,3,1,0,4,4,2,4,0,5,1,25.0,
835,876,876,20040871,Sudyod Apartment,876,1,4.0,4.07,13.775083,100.480502,1,0,18.0,18.0,0.0,4.1,26,0,0,0,0,18.0,0,0,2,7,3,9,0,3,3,1,0,4,4,2,4,0,5,1,18.0,
836,877,877,5604635,The Aim Sathorn Hotel,877,1,4.0,4.08,13.720156,100.54806,1,0,28.0,81.0,65.0,3.7,356,0,0,0,0,54.5,2,4,6,3,1,1,0,3,3,1,0,1,3,0,0,6,0,0,54.5,
837,878,878,21900683,Leela Orchid Hotel,878,1,1.0,4.14,13.751386,100.537669,1,0,36.0,36.0,0.0,4.4,128,0,0,0,0,36.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,36.0,
838,879,879,17509953,Marwin Space,879,1,1.0,4.21,13.751384,100.538784,1,0,736.0,736.0,0.0,4.0,92,0,0,0,0,736.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,736.0,
839,880,880,33144563,Kim Korner Hotel,880,1,2.0,4.26,13.75354,100.538231,1,0,40.0,40.0,0.0,4.2,14,0,0,0,0,40.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,40.0,
840,881,881,2174420,iCheck inn Mayfair Pratunam,881,1,4.0,4.28,13.755583,100.536819,1,1,23.0,36.0,35.0,3.8,616,0,0,0,0,29.5,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,29.5,
841,882,882,6054958,Grand Alpine Hotel,882,1,4.0,4.31,13.753496,100.539113,0,0,40.0,40.0,0.0,3.0,113,0,0,0,0,40.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,40.0,
842,883,883,2870849,Conrad Bangkok Residences,883,1,3.0,4.33,13.739161,100.547594,0,0,104.0,104.0,0.0,4.5,98,0,0,1,1,104.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,104.0,
843,884,884,5410513,Baiyoke Boutique,884,1,3.0,4.44,13.754631,100.540701,1,0,28.0,28.0,0.0,3.2,415,0,0,0,0,28.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,28.0,
844,885,885,46221507,Hotel Metro Inn,885,1,1.0,4.53,13.707865,100.420539,1,1,292.0,292.0,0.0,5.0,1,0,0,0,0,292.0,0,5,2,6,3,9,3,1,1,0,1,0,4,5,2,1,8,8,292.0,
845,886,886,2925958,iCheck inn Residence soi 2,886,1,4.0,4.54,13.736058,100.552054,0,0,28.0,39.0,28.0,3.8,132,0,0,0,0,33.5,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,33.5,
846,887,887,4694119,The Siam,887,1,1.0,4.59,13.780474,100.505963,0,0,551.0,551.0,0.0,4.7,153,0,1,1,1,551.0,0,0,2,7,3,9,0,3,3,1,0,4,4,2,4,0,5,1,551.0,
847,889,889,2805430,Hotel De Bangkok,889,1,3.0,4.66,13.756986,100.542882,0,0,34.0,34.0,0.0,3.8,336,0,0,0,0,34.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,34.0,
848,890,890,7588979,S.M. Grande Residence,890,1,5.0,4.66,13.738705,100.553068,1,1,47.0,47.0,0.0,3.6,208,0,0,1,0,47.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,47.0,
849,891,891,1885199,La Petite Salil Sukhumvit 8 ,891,1,1.0,4.78,13.735756,100.555909,0,0,33.0,55.0,40.0,3.9,280,0,0,0,0,44.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,44.0,
850,892,892,30052937,Hyde Park Hotel Bangkok,892,1,3.0,4.81,13.759033,100.544119,1,1,31.0,35.0,10.0,4.0,43,0,0,1,0,33.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,33.0,
851,893,893,2758520,Mac Boutique Suites,893,1,3.0,4.93,13.743655,100.555294,1,0,53.0,53.0,0.0,3.2,162,0,0,0,0,53.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,53.0,
852,894,894,13110100,Aspira D'Andora Sukhumvit 16 - Asoke,894,1,4.0,5.03,13.729605,100.561166,0,0,25.0,39.0,35.0,4.2,123,0,0,0,0,32.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,32.0,
853,895,895,4974207,Best Comfort Residential Hotel,895,1,5.0,5.1,13.74074,100.5592,1,1,41.0,41.0,0.0,3.3,253,0,0,1,0,41.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,41.0,
854,896,896,12656079,Baan Sukhumvit Soi 18,896,1,1.0,5.17,13.732629,100.562722,1,0,41.0,41.0,0.0,4.1,107,0,0,0,0,41.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,41.0,
855,897,897,4001077,iCheck inn Residences Sukhumvit 20,897,1,8.0,5.21,13.729183,100.563971,0,0,20.0,33.0,38.0,3.7,199,0,0,1,0,26.5,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,26.5,
856,898,898,38259960,Sova Hotel Bangkok,898,1,6.0,5.25,13.725967,100.565041,0,0,36.0,36.0,0.0,4.0,4,0,0,0,0,36.0,2,4,6,3,1,1,0,3,3,1,0,1,3,0,0,6,0,0,36.0,
857,899,899,16001452,Aspira G Sukhumvit 33,899,1,4.0,5.56,13.735624,100.567895,0,0,26.0,39.0,35.0,4.0,68,0,0,0,0,32.5,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,32.5,
858,900,900,36655065,Nandha Hotel,900,1,6.0,5.57,13.735434,100.568077,1,0,33.0,33.0,0.0,4.3,3,0,0,0,0,33.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,33.0,
859,901,901,5325801,Nantra Sukhumvit 39 Hotel,901,1,6.0,5.68,13.730982,100.570706,1,1,17.0,27.0,35.0,2.9,462,0,0,0,0,22.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,22.0,
860,902,902,24199938,Bangkok Shortstay 2 to 3 BR Sukhumvit,902,1,1.0,5.75,13.736759,100.570497,0,0,183.0,203.0,10.0,4.7,85,0,1,1,0,193.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,193.0,
861,903,903,11606523,Princeton Bangkok,903,1,4.0,6.0,13.771671,100.556527,1,1,23.0,23.0,0.0,3.7,12,0,0,1,0,23.0,2,4,6,3,1,8,0,3,3,1,0,1,1,0,0,6,0,0,23.0,
862,904,904,1584351,Sawasdee Sukhumvit Inn,904,1,5.0,6.25,13.725279,100.580118,1,1,19.0,35.0,45.0,3.5,320,0,0,0,0,27.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,27.0,
863,905,905,53206673,Kokotel Bangkok Dheva Thonglor,905,1,4.0,6.74,13.74384,100.583766,1,1,37.0,57.0,35.0,4.5,2,0,0,1,0,47.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,47.0,
864,906,906,20161716,Studio Ekamai,906,1,4.0,6.75,13.71771,100.58806,0,0,25.0,39.0,35.0,4.1,60,0,0,0,0,32.0,1,3,0,3,1,1,0,3,3,1,0,1,3,0,0,6,0,0,32.0,
865,907,907,9445799,A-One Motel,907,1,4.0,6.98,13.747034,100.586544,1,1,34.0,34.0,0.0,4.0,13,0,0,1,0,34.0,2,4,6,3,1,1,0,3,3,1,0,1,1,0,0,6,0,0,34.0,
866,908,908,8293460,Beat Hotel Bangkok,908,1,4.0,7.17,13.714236,100.594181,1,0,65.0,74.0,11.0,4.2,90,0,0,0,0,69.5,1,3,0,5,4,6,0,3,3,1,0,1,3,0,0,6,0,0,69.5,
867,911,911,42544247,OYO 427 Chill Apartment,911,1,4.0,7.32,13.707231,100.378851,1,0,11.0,24.0,53.0,4.4,8,0,0,1,0,17.5,0,5,4,6,8,7,3,1,1,0,1,0,4,5,2,1,8,8,17.5,
868,912,912,12282265,Siam Privi Hotel,912,1,4.0,7.44,13.77358,100.5814,1,0,25.0,42.0,40.0,3.6,50,0,0,0,0,33.5,2,4,5,1,7,8,0,3,3,1,0,1,1,0,0,6,0,0,33.5,
869,913,913,10910521,Ratchada Point Hotel,913,1,4.0,7.77,13.788887,100.575985,1,0,17.0,35.0,51.0,3.6,97,0,0,0,0,26.0,2,4,5,1,7,8,0,3,3,1,0,1,1,0,0,6,0,0,26.0,
870,914,914,20356708,Studio Residence Sukhumvit 71,914,1,4.0,7.78,13.736643,100.601406,1,0,15.0,15.0,0.0,3.9,37,0,0,0,0,15.0,1,3,0,3,1,5,0,3,3,1,0,1,1,0,0,6,0,0,15.0,
871,915,915,20171410,V20 Boutique Hotel By Locals,915,1,7.0,8.01,13.804969,100.564637,0,0,64.0,107.0,40.0,4.4,203,0,0,1,0,85.5,2,4,5,1,7,8,0,5,5,5,5,5,1,0,0,6,0,0,85.5,
872,916,916,77109069,VST Punnawithi,916,1,5.0,8.51,13.69204,100.61171,1,0,37.0,46.0,20.0,4.0,1,0,0,0,0,41.5,1,3,0,5,4,6,1,0,6,6,6,6,3,4,5,5,7,7,41.5,
873,917,917,9151317,Thomson Hotel Huamark,917,1,2.0,8.52,13.753652,100.608544,1,0,28.0,66.0,58.0,3.8,59,0,0,0,0,47.0,1,3,5,1,7,5,0,5,5,5,5,5,1,0,0,6,0,0,47.0,
874,918,918,7811655,Marsi Hotel,918,1,3.0,8.76,13.68437,100.613707,1,0,26.0,26.0,0.0,3.9,16,0,0,0,0,26.0,1,3,0,5,4,6,1,0,6,6,6,6,3,4,5,5,7,7,26.0,
875,919,919,19411733,Niran Grand Hotel,919,1,4.0,9.04,13.679237,100.616481,1,1,26.0,29.0,10.0,3.0,15,0,0,1,0,27.5,1,3,0,5,4,6,1,0,6,6,6,6,3,4,5,5,7,7,27.5,
876,920,920,9460822,Capital O 564 Nature Boutique Hotel,920,1,1.0,9.33,13.832125,100.559321,1,0,12.0,25.0,54.0,3.5,54,0,0,0,0,18.5,3,2,5,4,0,8,0,5,5,5,5,5,1,0,0,6,0,0,18.5,
877,921,921,16039995,Baan Mi-Na,921,1,2.0,9.4,13.832966,100.559953,1,1,23.0,23.0,0.0,3.8,12,0,0,0,0,23.0,3,2,5,4,0,8,0,5,5,5,5,5,1,0,0,6,0,0,23.0,
878,922,922,15588740,The Bangkok Cha Cha Suite,922,1,3.0,9.54,13.806571,100.595171,1,0,17.0,17.0,0.0,3.1,7,0,0,0,0,17.0,2,4,5,1,7,8,0,5,5,5,5,5,1,0,0,6,0,0,17.0,
879,923,923,5440966,The Loft 77 Hotel,923,1,5.0,9.54,13.710369,100.629439,1,0,18.0,18.0,0.0,3.7,87,0,0,0,0,18.0,1,3,0,5,4,6,1,0,6,6,6,6,3,4,5,5,7,7,18.0,
880,924,924,18699824,Koon Hotel Sukhumvit,924,1,1.0,9.66,13.651382,100.614791,1,1,40.0,57.0,30.0,4.2,14,0,0,1,0,48.5,1,3,0,5,4,6,1,0,6,6,6,6,3,4,5,5,7,7,48.5,
881,925,925,15811493,The Bangkok Major Suite,925,1,3.0,9.73,13.831069,100.571836,1,0,18.0,18.0,0.0,3.7,29,0,0,0,0,18.0,3,2,5,1,7,8,0,5,5,5,5,5,1,0,0,6,0,0,18.0,
882,926,926,12698367,Theorie Hotel Sukhumvit 107 by Tolani,926,1,4.0,9.83,13.653432,100.618769,1,0,21.0,21.0,0.0,3.9,95,0,0,1,0,21.0,1,3,0,5,4,6,1,0,6,6,6,6,3,4,5,5,7,7,21.0,
883,927,927,15506002,P24@Kaset,927,1,5.0,10.24,13.837583,100.5755,1,0,23.0,28.0,18.0,4.3,37,0,0,0,0,25.5,3,2,5,1,7,8,0,5,5,5,5,5,1,0,0,6,0,0,25.5,
884,928,928,8649031,Synsiri 1 Ladprao 130,928,1,1.0,10.36,13.766355,100.633003,1,0,12.0,12.0,0.0,3.6,13,0,0,0,0,12.0,1,3,5,1,7,5,0,5,5,5,5,5,1,0,0,6,0,0,12.0,
885,929,929,15868181,Mii Hotel Srinakarin,929,1,4.0,10.7,13.693156,100.644967,1,0,35.0,35.0,0.0,4.3,175,0,0,1,0,35.0,1,3,0,5,4,6,1,0,6,6,6,6,3,4,5,5,7,7,35.0,
886,931,931,14668648,The Bedroom Ladprao 101,931,1,4.0,10.83,13.787475,100.631244,1,0,18.0,28.0,37.0,4.1,18,0,0,0,0,23.0,1,3,5,1,7,5,0,5,5,5,5,5,1,0,0,6,0,0,23.0,
887,932,932,42081821,Livotel Express Hotel Ramkhamhaeng 50,932,1,4.0,10.84,13.75976,100.642736,1,0,11.0,21.0,50.0,3.5,13,0,0,0,0,16.0,1,3,5,1,7,5,0,5,5,5,5,5,1,0,0,6,0,0,16.0,
888,933,933,14589591,B2 Bangna Premier Hotel,933,1,4.0,11.09,13.67394,100.64675,0,0,22.0,22.0,0.0,4.1,72,0,0,0,0,22.0,1,3,0,5,4,6,1,0,6,6,6,6,3,4,5,5,7,7,22.0,
889,934,934,7696536,The Color Living Hotel,934,1,5.0,11.47,13.625168,100.63013,1,1,28.0,80.0,65.0,3.9,53,0,0,1,0,54.0,1,3,0,5,4,6,1,0,6,6,6,6,3,4,5,5,7,7,54.0,
890,935,935,909566,Louis' Tavern Hotel Don Muang,935,1,4.0,12.63,13.874577,100.581894,1,1,47.0,47.0,0.0,3.9,151,0,0,1,0,47.0,3,2,1,4,5,4,2,2,0,3,3,3,2,3,1,7,4,9,47.0,
891,936,936,9596237,The Botanic Service Room,936,1,5.0,13.33,13.898571,100.553156,0,0,36.0,65.0,45.0,4.1,66,0,0,0,0,50.5,3,2,1,4,5,4,2,2,0,3,3,3,2,3,1,7,4,9,50.5,
892,938,938,19096543,The Residence Thepkanjana,938,1,1.0,13.74,13.62572,100.305273,1,0,15.0,15.0,0.0,4.5,25,0,0,1,0,15.0,0,5,4,6,8,7,3,1,1,0,8,8,4,5,2,1,8,8,15.0,
893,939,939,15412144,The Royal Bee Apart Hotel,939,1,1.0,14.17,13.887891,100.603317,1,0,19.0,27.0,27.0,3.8,19,0,0,0,0,23.0,3,2,1,4,5,0,2,2,0,3,3,3,2,3,1,7,4,9,23.0,
894,940,940,26744025,Grand Inter Hotel,940,1,4.0,14.25,13.56793,100.34017,1,0,21.0,35.0,40.0,4.5,35,0,0,0,0,28.0,0,5,4,6,8,7,3,1,1,0,8,8,4,5,2,1,8,8,28.0,
895,941,941,9596705,Synsiri Resort,941,1,2.0,14.84,13.82962,100.675397,1,0,29.0,29.0,0.0,3.8,59,0,0,0,0,29.0,1,3,5,1,7,5,0,5,5,5,5,5,1,3,0,7,0,4,29.0,
896,942,942,75694311,Loft 202 Hotel,942,1,7.0,15.81,13.753161,100.719962,1,0,23.0,23.0,0.0,5.0,1,0,0,1,0,23.0,4,1,3,2,2,2,1,0,2,2,2,2,0,1,6,4,3,4,23.0,
897,943,943,4638909,Rafael Mansion Bangkok Aiport,943,1,4.0,16.07,13.692492,100.72564,1,0,24.0,53.0,54.0,3.6,565,0,0,0,0,38.5,4,1,3,2,2,2,1,0,2,2,2,2,0,1,6,4,3,4,38.5,
898,944,944,2234337,Siam Piman Hotel,944,1,4.0,16.12,13.797128,100.712813,0,0,30.0,30.0,0.0,4.0,225,0,0,0,0,30.0,4,1,3,2,2,2,1,0,2,2,2,2,0,1,6,4,3,4,30.0,
899,945,945,15956962,We Inn,945,1,4.0,16.22,13.92494,100.59873,1,1,13.0,13.0,0.0,3.8,67,0,0,0,0,13.0,3,2,1,4,5,0,2,2,0,3,3,3,2,3,1,7,4,9,13.0,
900,946,946,33795154,Moca Hotel,946,1,7.0,16.23,13.924779,100.599223,1,1,16.0,16.0,0.0,3.7,67,0,0,0,0,16.0,3,2,1,4,5,0,2,2,0,3,3,3,2,3,1,7,4,9,16.0,
901,947,947,19073989,Taweesuk Residence,947,1,5.0,16.72,13.577409,100.28371,1,0,18.0,18.0,0.0,4.4,15,0,0,0,0,18.0,0,5,4,6,8,7,3,1,1,0,8,8,4,5,2,1,8,8,18.0,
902,948,948,41908357,Ploen Pirom,948,1,1.0,16.81,13.733936,100.73732,1,0,32.0,39.0,16.0,4.9,16,0,0,0,0,35.5,4,1,3,2,2,2,1,0,2,2,2,2,0,1,6,4,3,4,35.5,
903,950,950,16632185,iCheck inn Sukhumvit 22,950,0,0.0,5.19,13.72186,100.56457,0,0,,,0.0,3.7,39,0,0,0,0,,2,4,6,3,1,1,0,3,3,1,0,1,3,0,0,6,0,0,,31.875085830688477
904,951,951,9628298,Siam Villa Suites Suvarnabhumi,951,0,0.0,17.6,13.768871,100.744019,0,0,,,0.0,3.8,15,0,1,1,0,,4,1,3,2,2,2,1,0,2,2,2,2,0,1,6,4,3,4,,28.9178409576416
